Season,DayNum,WTeamID,LTeamID,WScore,LScore
2018,1,266,712,81,75
2018,1,166,55,79,68
2018,1,111,98,67,54
2018,1,24,56,74,48
2018,1,63,58,79,62
2018,1,322,42,69,59
2018,1,687,82,57,52
2018,1,82,687,57,52
2018,1,715,31,84,66
2018,1,269,12,74,54
2018,1,98,111,67,54
2018,1,56,24,74,48
2018,1,49,627,87,62
2018,1,45,92,90,84
2018,1,7,331,81,58
2018,1,40,529,95,75
2018,1,43,560,83,79
2018,1,713,16,63,62
2018,1,92,45,90,84
2018,1,224,30,73,63
2018,1,560,43,83,79
2018,1,16,713,63,62
2018,1,186,551,69,66
2018,1,551,186,69,66
2018,1,529,40,95,75
2018,1,181,102,64,63
2018,1,102,181,64,63
2018,1,30,224,73,63
2018,1,627,49,87,62
2018,1,25,21,67,64
2018,1,331,7,81,58
2018,1,21,25,67,64
2018,1,38,27,101,92
2018,1,24,58,76,73
2018,1,34,61,78,77
2018,1,39,571,84,68
2018,1,641,255,75,73
2018,1,58,24,76,73
2018,1,55,735,84,53
2018,1,5,712,94,71
2018,1,61,34,78,77
2018,1,255,641,75,73
2018,1,14,31,86,65
2018,1,571,39,84,68
2018,1,27,38,101,92
2018,1,1,111,75,70
2018,1,111,1,75,70
2018,1,229,50,81,72
2018,1,712,5,94,71
2018,1,35,82,55,53
2018,1,50,229,81,72
2018,1,82,35,55,53
2018,1,31,14,86,65
2018,1,735,55,84,53
2018,1,12,42,50,43
2018,1,42,12,50,43
2018,1,22,70,85,81
2018,1,75,106,95,71
2018,1,70,22,85,81
2018,1,4,10,79,75
2018,1,165,437,96,67
2018,1,10,4,79,75
2018,1,106,75,95,71
2018,1,90,18,71,65
2018,1,18,90,71,65
2018,1,437,165,96,67
2018,1,224,38,85,80
2018,1,38,224,85,80
2018,1,34,39,79,56
2018,1,39,34,79,56
2018,1,4,90,92,84
2018,1,165,655,90,68
2018,1,90,4,92,84
2018,1,229,21,86,75
2018,1,75,22,67,58
2018,1,21,229,86,75
2018,1,22,75,67,58
2018,1,655,165,90,68
2018,1,102,14,99,72
2018,1,14,102,99,72
2018,1,111,45,75,60
2018,1,641,713,69,68
2018,1,42,40,61,58
2018,1,713,641,69,68
2018,1,152,204,76,69
2018,1,40,42,61,58
2018,1,204,152,76,69
2018,1,45,111,75,60
2018,1,43,55,80,76
2018,1,49,82,69,65
2018,1,7,5,90,78
2018,1,82,49,69,65
2018,1,551,24,78,65
2018,1,5,7,90,78
2018,1,24,551,78,65
2018,1,55,43,80,76
2018,1,713,42,78,62
2018,1,42,713,78,62
2018,1,102,111,58,54
2018,1,111,102,58,54
2018,1,7,551,71,59
2018,1,43,49,85,81
2018,1,49,43,85,81
2018,1,551,7,71,59
2018,1,894,165,72,62
2018,1,165,894,72,62
2018,1,224,34,75,60
2018,1,4,75,69,64
2018,1,75,4,69,64
2018,1,34,224,75,60
2018,1,229,152,99,80
2018,1,165,894,69,55
2018,1,152,229,99,80
2018,1,894,165,69,55
2018,1,224,75,82,66
2018,1,75,224,82,66
2018,1,165,894,88,77
2018,1,894,165,88,77
2018,1,7,43,95,79
2018,1,43,7,95,79
2018,1,102,713,69,57
2018,1,713,102,69,57
2018,1,7,102,79,62
2018,1,102,7,79,62
2019,1,49,40,118,84
2019,1,735,19,101,58
2019,1,43,35,92,87
2019,1,420,20,77,67
2019,1,111,186,81,60
2019,1,560,1016,89,49
2019,1,100,1107,104,76
2019,1,31,132,78,67
2019,1,40,49,118,84
2019,1,20,420,77,67
2019,1,7,96,100,77
2019,1,74,908,101,71
2019,1,679,356,74,66
2019,1,259,497,77,74
2019,1,894,619,76,42
2019,1,35,43,92,87
2019,1,356,679,74,66
2019,1,8,3,92,79
2019,1,281,855,79,74
2019,1,27,25,84,57
2019,1,51,117,83,63
2019,1,1107,100,104,76
2019,1,627,1139,97,63
2019,1,132,31,78,67
2019,1,21,405,83,66
2019,1,518,112,74,68
2019,1,56,126,102,94
2019,1,405,21,83,66
2019,1,482,61,72,69
2019,1,96,7,100,77
2019,1,3,8,92,79
2019,1,144,469,76,66
2019,1,166,94,73,56
2019,1,126,56,102,94
2019,1,331,342,82,62
2019,1,641,57,86,70
2019,1,112,518,74,68
2019,1,855,281,79,74
2019,1,121,167,87,84
2019,1,497,259,77,74
2019,1,48,698,72,71
2019,1,167,121,87,84
2019,1,10,85,83,62
2019,1,450,556,77,74
2019,1,70,4,73,55
2019,1,908,74,101,71
2019,1,57,641,86,70
2019,1,25,27,84,57
2019,1,454,104,73,67
2019,1,151,195,76,60
2019,1,311,1145,79,53
2019,1,698,48,72,71
2019,1,38,12,67,42
2019,1,117,51,83,63
2019,1,186,111,81,60
2019,1,348,1096,74,65
2019,1,17,373,75,67
2019,1,373,17,75,67
2019,1,61,482,72,69
2019,1,124,434,73,53
2019,1,52,125,86,75
2019,1,556,450,77,74
2019,1,481,437,75,67
2019,1,125,52,86,75
2019,1,794,73,69,57
2019,1,195,151,76,60
2019,1,104,454,73,67
2019,1,73,794,69,57
2019,1,4,70,73,55
2019,1,342,331,82,62
2019,1,469,144,76,66
2019,1,434,124,73,53
2019,1,19,735,101,58
2019,1,217,302,76,55
2019,1,102,291,63,44
2019,1,85,10,83,62
2019,1,82,521,66,34
2019,1,1139,627,97,63
2019,1,437,481,75,67
2019,1,94,166,73,56
2019,1,1016,560,89,49
2019,1,1096,348,74,65
2019,1,1145,311,79,53
2019,1,291,102,63,44
2019,1,302,217,76,55
2019,1,12,38,67,42
2019,1,619,894,76,42
2019,1,521,82,66,34
2019,1,22,1046,87,65
2019,1,258,278,88,85
2019,1,92,255,64,56
2019,1,712,452,105,77
2019,1,509,219,93,86
2019,1,1046,22,87,65
2019,1,278,258,88,85
2019,1,219,509,93,86
2019,1,598,687,66,61
2019,1,255,92,64,56
2019,1,687,598,66,61
2019,1,452,712,105,77
2019,1,281,1145,78,61
2019,1,20,450,69,61
2019,1,54,97,80,70
2019,1,97,54,80,70
2019,1,450,20,69,61
2019,1,486,354,69,58
2019,1,1145,281,78,61
2019,1,354,486,69,58
2019,1,735,70,88,66
2019,1,106,679,97,91
2019,1,679,106,97,91
2019,1,266,420,83,80
2019,1,556,623,83,81
2019,1,23,158,79,64
2019,1,420,266,83,80
2019,1,497,314,81,71
2019,1,641,348,83,61
2019,1,1030,655,92,72
2019,1,5,529,99,94
2019,1,166,141,96,69
2019,1,27,521,81,47
2019,1,34,62,95,67
2019,1,74,854,100,73
2019,1,529,5,99,94
2019,1,480,14,74,73
2019,1,14,480,74,73
2019,1,21,619,76,57
2019,1,311,98,76,59
2019,1,623,556,83,81
2019,1,259,139,78,72
2019,1,170,518,81,74
2019,1,314,497,81,71
2019,1,139,259,78,72
2019,1,141,166,96,69
2019,1,348,641,83,61
2019,1,828,797,90,55
2019,1,854,74,100,73
2019,1,13,304,91,80
2019,1,36,177,83,62
2019,1,65,48,78,75
2019,1,518,170,81,74
2019,1,304,13,91,80
2019,1,126,1046,80,52
2019,1,62,34,95,67
2019,1,536,120,76,59
2019,1,70,735,88,66
2019,1,610,794,87,59
2019,1,243,586,78,74
2019,1,15,63,73,71
2019,1,48,65,78,75
2019,1,63,15,73,71
2019,1,158,23,79,64
2019,1,44,908,80,35
2019,1,98,311,76,59
2019,1,619,21,76,57
2019,1,18,548,72,59
2019,1,398,378,72,68
2019,1,378,398,72,68
2019,1,586,243,78,74
2019,1,655,1030,92,72
2019,1,797,828,90,55
2019,1,1046,126,80,52
2019,1,996,713,60,58
2019,1,177,36,83,62
2019,1,548,18,72,59
2019,1,794,610,87,59
2019,1,73,245,69,57
2019,1,713,996,60,58
2019,1,521,27,81,47
2019,1,245,73,69,57
2019,1,916,155,63,58
2019,1,120,536,76,59
2019,1,984,42,56,41
2019,1,155,916,63,58
2019,1,42,984,56,41
2019,1,908,44,80,35
2019,1,324,195,92,67
2019,1,71,356,90,78
2019,1,362,404,90,64
2019,1,132,1127,68,60
2019,1,45,482,104,67
2019,1,356,71,90,78
2019,1,565,469,83,64
2019,1,509,373,77,76
2019,1,3,1096,94,82
2019,1,168,673,73,54
2019,1,1127,132,68,60
2019,1,41,117,83,79
2019,1,61,342,80,53
2019,1,82,97,84,70
2019,1,454,219,78,75
2019,1,1096,3,94,82
2019,1,97,82,84,70
2019,1,9,93,74,65
2019,1,195,324,92,67
2019,1,482,45,104,67
2019,1,373,509,77,76
2019,1,620,284,62,58
2019,1,117,41,83,79
2019,1,93,9,74,65
2019,1,404,362,90,64
2019,1,119,452,81,78
2019,1,452,119,81,78
2019,1,469,565,83,64
2019,1,673,168,73,54
2019,1,636,434,63,60
2019,1,342,61,80,53
2019,1,284,620,62,58
2019,1,219,454,78,75
2019,1,583,102,56,37
2019,1,102,583,56,37
2019,1,434,636,63,60
2019,1,35,384,106,82
2019,1,997,750,80,79
2019,1,750,997,80,79
2019,1,279,486,74,64
2019,1,269,450,76,57
2019,1,94,144,82,63
2019,1,384,35,106,82
2019,1,112,322,75,69
2019,1,486,279,74,64
2019,1,165,584,68,51
2019,1,828,862,95,66
2019,1,34,854,77,59
2019,1,8,10,82,78
2019,1,322,112,75,69
2019,1,513,586,93,82
2019,1,586,513,93,82
2019,1,862,828,95,66
2019,1,10,8,82,78
2019,1,687,28,79,62
2019,1,799,52,73,57
2019,1,450,269,76,57
2019,1,64,461,82,61
2019,1,854,34,77,59
2019,1,144,94,82,63
2019,1,28,687,79,62
2019,1,461,64,82,61
2019,1,584,165,68,51
2019,1,52,799,73,57
2019,1,31,18,90,72
2019,1,43,139,84,68
2019,1,26,620,84,75
2019,1,620,26,84,75
2019,1,104,356,82,59
2019,1,224,655,76,61
2019,1,1030,984,74,60
2019,1,139,43,84,68
2019,1,21,70,66,63
2019,1,75,100,78,69
2019,1,29,204,87,67
2019,1,12,440,75,52
2019,1,100,75,78,69
2019,1,655,224,76,61
2019,1,70,21,66,63
2019,1,60,571,92,73
2019,1,126,304,90,58
2019,1,311,482,85,73
2019,1,18,31,90,72
2019,1,63,619,81,58
2019,1,482,311,85,73
2019,1,571,60,92,73
2019,1,984,1030,74,60
2019,1,62,280,74,70
2019,1,204,29,87,67
2019,1,356,104,82,59
2019,1,634,65,63,51
2019,1,65,634,63,51
2019,1,280,62,74,70
2019,1,619,63,81,58
2019,1,440,12,75,52
2019,1,304,126,90,58
2019,1,39,342,104,54
2019,1,36,83,96,58
2019,1,2,1,77,68
2019,1,325,50,100,71
2019,1,106,37,85,76
2019,1,794,996,88,86
2019,1,1,2,77,68
2019,1,698,509,91,61
2019,1,37,106,85,76
2019,1,623,291,81,64
2019,1,47,109,88,80
2019,1,996,794,88,86
2019,1,120,245,80,66
2019,1,314,439,74,71
2019,1,439,314,74,71
2019,1,50,325,100,71
2019,1,679,548,82,61
2019,1,17,46,81,77
2019,1,378,167,90,83
2019,1,109,47,88,80
2019,1,46,17,81,77
2019,1,167,378,90,83
2019,1,16,183,66,53
2019,1,583,420,70,61
2019,1,404,162,85,77
2019,1,509,698,91,61
2019,1,518,437,62,60
2019,1,162,404,85,77
2019,1,291,623,81,64
2019,1,57,354,82,57
2019,1,83,36,96,58
2019,1,245,120,80,66
2019,1,420,583,70,61
2019,1,548,679,82,61
2019,1,342,39,104,54
2019,1,437,518,62,60
2019,1,183,16,66,53
2019,1,354,57,82,57
2019,1,44,38,96,73
2019,1,40,636,96,58
2019,1,22,166,73,58
2019,1,102,7,73,46
2019,1,151,482,103,64
2019,1,186,373,82,69
2019,1,469,1058,86,78
2019,1,432,560,80,57
2019,1,802,655,74,65
2019,1,259,398,71,61
2019,1,152,55,74,59
2019,1,55,152,74,59
2019,1,64,141,79,46
2019,1,373,186,82,69
2019,1,712,32,98,75
2019,1,10,1026,95,59
2019,1,38,44,96,73
2019,1,908,324,81,77
2019,1,86,30,63,60
2019,1,90,204,82,60
2019,1,1058,469,86,78
2019,1,1139,219,71,63
2019,1,636,40,96,58
2019,1,166,22,73,58
2019,1,324,908,81,77
2019,1,30,86,63,60
2019,1,655,802,74,65
2019,1,32,712,98,75
2019,1,560,432,80,57
2019,1,482,151,103,64
2019,1,219,1139,71,63
2019,1,204,90,82,60
2019,1,398,259,71,61
2019,1,7,102,73,46
2019,1,1026,10,95,59
2019,1,141,64,79,46
2019,1,279,620,81,66
2019,1,23,71,89,69
2019,1,513,27,77,69
2019,1,45,14,94,71
2019,1,497,331,68,52
2019,1,4,337,83,71
2019,1,54,82,83,76
2019,1,92,322,69,60
2019,1,60,715,87,83
2019,1,454,52,73,56
2019,1,14,45,94,71
2019,1,337,4,83,71
2019,1,322,92,69,60
2019,1,687,588,77,69
2019,1,71,23,89,69
2019,1,588,687,77,69
2019,1,620,279,81,66
2019,1,750,56,68,52
2019,1,82,54,83,76
2019,1,715,60,87,83
2019,1,27,513,77,69
2019,1,57,28,85,65
2019,1,51,266,57,53
2019,1,331,497,68,52
2019,1,56,750,68,52
2019,1,266,51,57,53
2019,1,28,57,85,65
2019,1,52,454,73,56
2019,1,610,497,88,60
2019,1,39,139,86,78
2019,1,583,556,84,70
2019,1,139,39,86,78
2019,1,217,828,84,65
2019,1,27,82,80,65
2019,1,513,54,91,72
2019,1,58,362,83,76
2019,1,24,51,79,58
2019,1,750,23,77,57
2019,1,1107,325,79,75
2019,1,434,255,74,63
2019,1,362,58,83,76
2019,1,784,41,77,70
2019,1,497,610,88,60
2019,1,641,576,87,59
2019,1,42,452,95,68
2019,1,11,162,74,61
2019,1,698,93,78,71
2019,1,314,627,76,74
2019,1,627,314,76,74
2019,1,93,698,78,71
2019,1,177,222,72,57
2019,1,255,434,74,63
2019,1,17,302,81,67
2019,1,82,27,80,65
2019,1,713,1058,80,64
2019,1,46,152,75,64
2019,1,152,46,75,64
2019,1,41,784,77,70
2019,1,23,750,77,57
2019,1,281,384,84,78
2019,1,325,1107,79,75
2019,1,556,583,84,70
2019,1,384,281,84,78
2019,1,452,42,95,68
2019,1,634,125,82,54
2019,1,565,158,61,56
2019,1,51,24,79,58
2019,1,20,291,61,58
2019,1,302,17,81,67
2019,1,54,513,91,72
2019,1,34,304,79,51
2019,1,1058,713,80,64
2019,1,291,20,61,58
2019,1,19,119,73,54
2019,1,586,521,82,78
2019,1,280,161,73,46
2019,1,828,217,84,65
2019,1,71,56,66,59
2019,1,992,439,68,63
2019,1,158,565,61,56
2019,1,635,208,77,50
2019,1,162,11,74,61
2019,1,4,5,63,57
2019,1,521,586,82,78
2019,1,984,98,55,52
2019,1,5,4,63,57
2019,1,56,71,66,59
2019,1,576,641,87,59
2019,1,440,459,55,53
2019,1,459,440,55,53
2019,1,304,34,79,51
2019,1,222,177,72,57
2019,1,98,984,55,52
2019,1,125,634,82,54
2019,1,119,19,73,54
2019,1,439,992,68,63
2019,1,208,635,77,50
2019,1,161,280,73,46
2019,1,166,167,98,94
2019,1,167,166,98,94
2019,1,144,908,88,69
2019,1,862,373,89,84
2019,1,102,450,84,61
2019,1,536,37,109,102
2019,1,586,97,87,70
2019,1,420,623,76,67
2019,1,93,452,90,85
2019,1,37,536,109,102
2019,1,12,1127,68,59
2019,1,450,102,84,61
2019,1,908,144,88,69
2019,1,459,208,78,52
2019,1,623,420,76,67
2019,1,996,7,76,68
2019,1,452,93,90,85
2019,1,284,560,66,64
2019,1,373,862,89,84
2019,1,715,486,79,73
2019,1,486,715,79,73
2019,1,7,996,76,68
2019,1,97,586,87,70
2019,1,112,3,76,74
2019,1,291,556,72,65
2019,1,556,291,72,65
2019,1,3,112,76,74
2019,1,48,342,69,65
2019,1,342,48,69,65
2019,1,1127,12,68,59
2019,1,1062,86,69,64
2019,1,560,284,66,64
2019,1,86,1062,69,64
2019,1,635,440,59,53
2019,1,158,984,65,47
2019,1,440,635,59,53
2019,1,208,459,78,52
2019,1,984,158,65,47
2019,1,331,266,90,86
2019,1,610,24,89,83
2019,1,24,610,89,83
2019,1,266,331,90,86
2019,1,5,23,97,90
2019,1,23,5,97,90
2019,1,635,459,89,83
2019,1,459,635,89,83
2019,1,104,32,92,77
2019,1,623,450,90,55
2019,1,750,4,78,62
2019,1,32,104,92,77
2019,1,29,132,75,64
2019,1,102,420,66,47
2019,1,71,337,69,63
2019,1,132,29,75,64
2019,1,4,750,78,62
2019,1,100,14,69,64
2019,1,583,20,57,45
2019,1,51,497,71,59
2019,1,47,280,76,73
2019,1,63,44,73,72
2019,1,98,565,69,63
2019,1,44,63,73,72
2019,1,9,619,68,59
2019,1,565,98,69,63
2019,1,337,71,69,63
2019,1,1030,117,73,60
2019,1,42,698,64,48
2019,1,14,100,69,64
2019,1,280,47,76,73
2019,1,619,9,68,59
2019,1,598,405,68,67
2019,1,405,598,68,67
2019,1,497,51,71,59
2019,1,420,102,66,47
2019,1,698,42,64,48
2019,1,20,583,57,45
2019,1,117,1030,73,60
2019,1,440,208,54,38
2019,1,208,440,54,38
2019,1,450,623,90,55
2019,1,42,98,82,67
2019,1,49,151,90,64
2019,1,322,59,94,82
2019,1,120,217,82,79
2019,1,98,42,82,67
2019,1,124,469,88,76
2019,1,74,22,80,63
2019,1,55,130,72,69
2019,1,712,356,95,71
2019,1,518,278,75,65
2019,1,181,354,82,55
2019,1,59,322,94,82
2019,1,452,984,100,81
2019,1,217,120,82,79
2019,1,735,1,88,79
2019,1,10,551,78,63
2019,1,126,34,72,67
2019,1,109,45,84,78
2019,1,45,109,84,78
2019,1,8,784,79,70
2019,1,565,698,74,58
2019,1,6,461,84,70
2019,1,1,735,88,79
2019,1,130,55,72,69
2019,1,713,155,82,66
2019,1,439,195,92,60
2019,1,354,181,82,55
2019,1,85,1026,81,72
2019,1,255,404,78,52
2019,1,469,124,88,76
2019,1,155,713,82,66
2019,1,551,10,78,63
2019,1,576,410,88,78
2019,1,64,311,71,66
2019,1,151,49,90,64
2019,1,1026,85,81,72
2019,1,304,378,86,85
2019,1,378,304,86,85
2019,1,410,576,88,78
2019,1,984,452,100,81
2019,1,34,126,72,67
2019,1,784,8,79,70
2019,1,311,64,71,66
2019,1,125,799,76,68
2019,1,799,125,76,68
2019,1,480,204,65,56
2019,1,93,158,54,53
2019,1,278,518,75,65
2019,1,22,74,80,63
2019,1,73,17,57,51
2019,1,461,6,84,70
2019,1,356,712,95,71
2019,1,17,73,57,51
2019,1,698,565,74,58
2019,1,158,93,54,53
2019,1,404,255,78,52
2019,1,204,480,65,56
2019,1,195,439,92,60
2019,1,11,348,96,70
2019,1,281,204,99,79
2019,1,1,151,79,74
2019,1,311,109,84,68
2019,1,151,1,79,74
2019,1,322,518,93,68
2019,1,49,735,78,72
2019,1,224,673,77,59
2019,1,217,73,87,86
2019,1,45,64,91,74
2019,1,59,278,72,52
2019,1,64,45,91,74
2019,1,54,52,91,74
2019,1,14,70,71,67
2019,1,735,49,78,72
2019,1,109,311,84,68
2019,1,112,152,77,63
2019,1,324,384,82,74
2019,1,152,112,77,63
2019,1,44,9,78,64
2019,1,17,120,76,59
2019,1,204,281,99,79
2019,1,802,486,75,62
2019,1,70,14,71,67
2019,1,586,27,83,72
2019,1,715,687,73,64
2019,1,27,586,83,72
2019,1,551,432,70,52
2019,1,21,325,70,64
2019,1,73,217,87,86
2019,1,583,398,69,65
2019,1,325,21,70,64
2019,1,30,1062,67,56
2019,1,348,11,96,70
2019,1,432,551,70,52
2019,1,52,54,91,74
2019,1,486,802,75,62
2019,1,302,245,75,66
2019,1,673,224,77,59
2019,1,384,324,82,74
2019,1,120,17,76,59
2019,1,9,44,78,64
2019,1,1062,30,67,56
2019,1,687,715,73,64
2019,1,518,322,93,68
2019,1,55,46,64,49
2019,1,92,1030,68,50
2019,1,1030,92,68,50
2019,1,398,583,69,65
2019,1,278,59,72,52
2019,1,245,302,75,66
2019,1,46,55,64,49
2019,1,45,49,89,87
2019,1,311,151,87,57
2019,1,518,46,91,67
2019,1,49,45,89,87
2019,1,16,39,92,81
2019,1,322,55,87,82
2019,1,486,673,77,76
2019,1,513,1145,105,78
2019,1,177,20,80,69
2019,1,673,486,77,76
2019,1,43,38,77,68
2019,1,735,64,73,57
2019,1,39,16,92,81
2019,1,1,109,83,74
2019,1,797,222,77,66
2019,1,139,536,79,70
2019,1,26,284,75,73
2019,1,38,43,77,68
2019,1,130,278,61,49
2019,1,126,74,87,82
2019,1,862,259,86,67
2019,1,124,713,78,66
2019,1,536,139,79,70
2019,1,269,571,74,52
2019,1,55,322,87,82
2019,1,100,70,68,66
2019,1,114,58,69,64
2019,1,281,324,78,65
2019,1,284,26,75,73
2019,1,34,22,61,57
2019,1,40,3,87,74
2019,1,20,177,80,69
2019,1,74,126,87,82
2019,1,82,799,77,56
2019,1,109,1,83,74
2019,1,378,854,80,75
2019,1,70,100,68,66
2019,1,29,186,65,60
2019,1,356,32,74,60
2019,1,802,224,59,56
2019,1,63,908,90,68
2019,1,3,40,87,74
2019,1,22,34,61,57
2019,1,1096,337,75,70
2019,1,204,384,76,65
2019,1,799,82,77,56
2019,1,151,311,87,57
2019,1,155,469,68,66
2019,1,64,735,73,57
2019,1,854,378,80,75
2019,1,469,155,68,66
2019,1,1145,513,105,78
2019,1,46,518,91,67
2019,1,58,114,69,64
2019,1,186,29,65,60
2019,1,222,797,77,66
2019,1,324,281,78,65
2019,1,337,1096,75,70
2019,1,384,204,76,65
2019,1,2,18,62,46
2019,1,278,130,61,49
2019,1,908,63,90,68
2019,1,713,124,78,66
2019,1,32,356,74,60
2019,1,224,802,59,56
2019,1,259,862,86,67
2019,1,571,269,74,52
2019,1,894,314,61,57
2019,1,18,2,62,46
2019,1,314,894,61,57
2019,1,641,410,96,86
2019,1,2,29,78,58
2019,1,410,641,96,86
2019,1,584,75,90,79
2019,1,15,31,92,89
2019,1,588,634,78,59
2019,1,114,269,66,59
2019,1,269,114,66,59
2019,1,58,571,84,53
2019,1,31,15,92,89
2019,1,35,13,87,67
2019,1,186,18,72,49
2019,1,560,855,82,75
2019,1,855,560,82,75
2019,1,90,37,84,64
2019,1,29,2,78,58
2019,1,75,584,90,79
2019,1,36,373,85,49
2019,1,111,481,81,63
2019,1,13,35,87,67
2019,1,481,111,81,63
2019,1,37,90,84,64
2019,1,634,588,78,59
2019,1,18,186,72,49
2019,1,571,58,84,53
2019,1,373,36,85,49
2019,1,641,439,110,87
2019,1,439,641,110,87
2019,1,7,90,77,58
2019,1,13,31,94,78
2019,1,31,13,94,78
2019,1,634,373,91,74
2019,1,75,855,75,66
2019,1,404,342,85,70
2019,1,106,111,79,76
2019,1,102,119,83,55
2019,1,58,186,61,54
2019,1,41,8,77,75
2019,1,162,376,77,69
2019,1,434,398,79,70
2019,1,807,348,73,71
2019,1,24,85,84,46
2019,1,35,15,78,68
2019,1,38,39,77,74
2019,1,619,44,76,62
2019,1,111,106,79,76
2019,1,15,35,78,68
2019,1,679,454,84,65
2019,1,93,158,72,65
2019,1,104,712,104,67
2019,1,43,16,87,81
2019,1,158,93,72,65
2019,1,16,43,87,81
2019,1,39,38,77,74
2019,1,14,19,74,62
2019,1,44,619,76,62
2019,1,348,807,73,71
2019,1,36,588,78,76
2019,1,269,2,53,46
2019,1,588,36,78,76
2019,1,362,61,78,70
2019,1,255,48,71,55
2019,1,376,162,77,69
2019,1,398,434,79,70
2019,1,92,117,89,62
2019,1,373,634,91,74
2019,1,29,114,65,54
2019,1,576,992,97,76
2019,1,342,404,85,70
2019,1,454,679,84,65
2019,1,119,102,83,55
2019,1,8,41,77,75
2019,1,19,14,74,62
2019,1,855,75,75,66
2019,1,63,9,78,60
2019,1,61,362,78,70
2019,1,186,58,61,54
2019,1,90,7,77,58
2019,1,114,29,65,54
2019,1,712,104,104,67
2019,1,560,584,64,54
2019,1,144,25,76,69
2019,1,117,92,89,62
2019,1,584,560,64,54
2019,1,992,576,97,76
2019,1,48,255,71,55
2019,1,25,144,76,69
2019,1,2,269,53,46
2019,1,18,571,67,54
2019,1,9,63,78,60
2019,1,85,24,84,46
2019,1,571,18,67,54
2019,1,828,259,54,44
2019,1,259,828,54,44
2019,1,551,229,93,62
2019,1,5,337,88,76
2019,1,799,20,84,79
2019,1,181,57,76,62
2019,1,314,22,74,68
2019,1,167,141,84,78
2019,1,255,362,71,57
2019,1,20,799,84,79
2019,1,162,28,87,76
2019,1,337,5,88,76
2019,1,420,378,91,79
2019,1,229,551,93,62
2019,1,378,420,91,79
2019,1,141,167,84,78
2019,1,57,181,76,62
2019,1,28,162,87,76
2019,1,112,94,79,61
2019,1,1107,908,89,65
2019,1,51,497,78,69
2019,1,65,12,73,69
2019,1,165,219,75,66
2019,1,219,165,75,66
2019,1,195,576,75,66
2019,1,60,984,91,53
2019,1,497,51,78,69
2019,1,794,548,81,72
2019,1,12,65,73,69
2019,1,243,4,63,54
2019,1,450,440,70,43
2019,1,362,255,71,57
2019,1,177,42,77,58
2019,1,22,314,74,68
2019,1,750,635,66,53
2019,1,556,627,68,58
2019,1,61,48,72,61
2019,1,94,112,79,61
2019,1,62,161,85,82
2019,1,161,62,85,82
2019,1,42,177,77,58
2019,1,548,794,81,72
2019,1,908,1107,89,65
2019,1,48,61,72,61
2019,1,635,750,66,53
2019,1,576,195,75,66
2019,1,4,243,63,54
2019,1,627,556,68,58
2019,1,984,60,91,53
2019,1,440,450,70,43
2019,1,90,106,90,77
2019,1,245,155,86,66
2019,1,7,111,66,60
2019,1,997,384,85,68
2019,1,588,584,79,64
2019,1,634,75,79,57
2019,1,10,598,90,75
2019,1,36,560,83,81
2019,1,560,36,83,81
2019,1,598,10,90,75
2019,1,715,97,87,55
2019,1,509,797,80,76
2019,1,855,373,82,70
2019,1,565,304,75,72
2019,1,797,509,80,76
2019,1,111,7,66,60
2019,1,584,588,79,64
2019,1,106,90,90,77
2019,1,75,634,79,57
2019,1,258,139,69,61
2019,1,304,565,75,72
2019,1,384,997,85,68
2019,1,996,208,65,51
2019,1,155,245,86,66
2019,1,28,376,78,69
2019,1,139,258,69,61
2019,1,373,855,82,70
2019,1,96,32,78,68
2019,1,208,996,65,51
2019,1,32,96,78,68
2019,1,376,28,78,69
2019,1,97,715,87,55
2019,1,432,55,68,66
2019,1,45,94,102,60
2019,1,482,27,89,84
2019,1,55,432,68,66
2019,1,132,623,81,61
2019,1,331,168,78,72
2019,1,94,45,102,60
2019,1,168,331,78,72
2019,1,124,100,68,56
2019,1,27,482,89,84
2019,1,311,1107,82,55
2019,1,623,132,81,61
2019,1,100,124,68,56
2019,1,1107,311,82,55
2019,1,17,98,79,77
2019,1,641,713,79,65
2019,1,49,44,90,69
2019,1,98,17,79,77
2019,1,255,195,105,49
2019,1,39,35,82,78
2019,1,635,97,93,71
2019,1,6,121,103,94
2019,1,556,291,79,73
2019,1,35,39,82,78
2019,1,610,224,63,62
2019,1,50,59,83,74
2019,1,30,109,76,74
2019,1,109,30,76,74
2019,1,224,610,63,62
2019,1,410,9,72,58
2019,1,70,521,83,59
2019,1,908,636,81,76
2019,1,121,6,103,94
2019,1,59,50,83,74
2019,1,291,556,79,73
2019,1,713,641,79,65
2019,1,97,635,93,71
2019,1,26,513,69,68
2019,1,513,26,69,68
2019,1,46,984,84,51
2019,1,44,49,90,69
2019,1,161,378,89,65
2019,1,9,410,72,58
2019,1,420,797,69,59
2019,1,636,908,81,76
2019,1,797,420,69,59
2019,1,29,165,73,57
2019,1,521,70,83,59
2019,1,378,161,89,65
2019,1,165,29,73,57
2019,1,984,46,84,51
2019,1,195,255,105,49
2019,1,269,104,76,71
2019,1,497,258,96,78
2019,1,322,170,98,72
2019,1,362,21,93,86
2019,1,102,31,84,67
2019,1,104,269,76,71
2019,1,480,22,80,75
2019,1,82,92,72,62
2019,1,21,362,93,86
2019,1,170,322,98,72
2019,1,31,102,84,67
2019,1,22,480,80,75
2019,1,536,1139,103,61
2019,1,735,219,99,49
2019,1,47,155,90,82
2019,1,13,584,80,61
